event_id,title
541,"Застрахованы экспортные проекты в приоритетных странах за счет дополнительных лимитов страхования АО ""ЭКСАР"""
542,Проведена разработка и клинические испытания оригинальных медицинских изделий в целях их регистрации (нарастающим итогом)
543,"Внедрена система отбора и сопровождения прикладных медицинских исследований, в том числе с использованием подсистемы Единой государственной информационной системы учета научно-исследовательских, опытно-конструкторских и технологических работ гражданского назначения, организован мониторинг и учет применения их результатов."
544,"Обеспечено расширение перечня видов сведений, не менее 2 видов, используемых для наполнения цифрового профиля предпринимателя на Цифровой платформе МСП.РФ"
545,"Субъектам малого и среднего предпринимательства и гражданам, желающим начать бизнес, предоставлены услуги и сервисы на Цифровой платформе МСП.РФ"
546,"Предоставлен доступ к услугам, мерам поддержки и сервисам не менее 5 федеральных органов власти и институтов развития на Цифровой платформе МСП.РФ, необходимым для создания и развития бизнеса"
547,"Обеспечено проведение Федеральной программы ""Мама - предприниматель"""
548,"Обеспечено проведение АО ""Корпорация ""МСП"" мониторинга аффилированности между поставщиками-субъектами МСП и заказчиками, осуществляющими закупки"
549,"Предоставлен доступ к сервису ""Логистика для МСП"" на Цифровой платформе МСП.РФ"
550,"Предоставлен доступ к сервису ""Электронный документооборот"" на Цифровой платформе МСП.РФ"
551,"Предоставлен доступ к сервису ""Электронная отчетность"" на Цифровой платформе МСП.РФ"
552,Организован и расширен сбыт продукции и услуг субъектов малого и среднего предпринимательства
553,"Обеспечено утверждение программ по развитию субъектов МСП (""выращивание"") в целях их потенциального участия в закупках товаров (работ, услуг), в том числе с заключением ""офсетных"" договоров."
554,"Обеспечено предоставление субъектам малого предпринимательства льготной лизинговой поддержки АО ""МСП Лизинг"" за счет применения пониженной ставки"
555,Созданы группы продленного дня для обучающихся 1-4 классов
556,Обеспечено завершение строительства (реконструкции) объектов обеспечивающей инфраструктуры с длительным сроком окупаемости
557,Создана инженерная и транспортная инфраструктура на территории субъектов Российской Федерации в целях развития туристических кластеров
558,"Обеспечена потребность в лекарственных препаратах пациентов с хроническим вирусным гепатитом С, получающих лечение в амбулаторных условиях"
559,Пациенты с хроническим вирусным гепатитом С в условиях дневного стационара обеспечены полным курсом противовирусной терапии в рамках обязательного медицинского страхования
560,Обеспечено ведение региональных сегментов Федерального регистра вирусных гепатитов и своевременное внесение данных о пациентах с хроническим вирусным гепатитом С
561,"Достигнут устойчивый вирусологический ответ у пациентов с хроническим вирусным гепатитом С, завершивших курс противовирусной терапии"
562,Увеличен объем реализации отечественной продукции для туристической отрасли за счет компенсации российским производителям части затрат при предоставлении скидки покупателям продукции для туристической отрасли
563,Проведены скрининговые исследования на антитела гепатиту C граждан в возрасте 25 лет и старше один раз в 10 лет путём определения суммарных антител к вирусу гепатита C в крови
564,"В субъектах Российской Федерации обеспечена реализация мероприятий, направленных на борьбу с гепатитом С, минимизацию рисков распространения данного заболевания"
565,Проведена оценка нормативной очистки сточных вод на объектах негативного воздействия на окружающую среду
566,Завершено строительство первой в мире атомной электростанции с реактором на быстрых нейтронах со свинцовым теплоносителем БРЕСТ-ОД-300
567,Реализованы мероприятия субъектами Российской Федерации в рамках предоставления единой субсидии из федерального бюджета бюджетам субъектов Российской Федерации
568,Реализованы инвестиционные проекты по развитию инфраструктуры горнолыжных курортов в форме льготного кредитования
569,Предоставлены льготные кредиты в целях реализации инвестиционной поддержки по созданию туристической инфраструктуры
570,"Обеспечена реализация инвестиционных проектов в рамках предоставления бюджетных инвестиций АО ""Корпорация Туризм.РФ""."
571,Предоставлены льготные кредиты в целях реализации инвестиционной поддержки по созданию туристической инфраструктуры круглогодичных морских курортов
572,"Обеспечена реализация инвестиционных проектов в рамках предоставления бюджетных инвестиций АО ""Корпорация Туризм.РФ"" в целях развития круглогодичных курортов"
573,"Созданы объекты инфраструктуры особой экономической зоны туристско-рекреационного кластера ""Каспийский прибрежный кластер"" в Республике Дагестан"
574,Проведено строительство и модернизация региональных и муниципальных детских школ искусств
575,Обеспечено развитие систем и компонентов ФГИС Росаккредитации в целях формирования единого перечня средств коллективного размещения на основе проведенной процедуры самооценки участников туристической отрасли
576,Обеспечено развитие государственных информационных систем Федеральной службы по аккредитации в части туризма
577,"Реализованы мероприятия, направленные на популяризацию Российской Федерации как туристического направления на зарубежных рынках"
578,"Реализованы мероприятия, направленные на популяризацию внутреннего туризма, стимулирование спроса в сезоны пониженного спроса, а также на повышение информированности граждан Российской Федерации о туристских возможностях внутри страны"
579,"Организована система формирования обратной связи со всеми участниками туристической отрасли по выявлению барьеров, сдерживающих рост туристического потенциала на внутреннем и международных рынках, и формирования предложений по их устранению, а также сопровождения приоритетных проектов"
580,Проведены конгрессно-выставочные и деловые мероприятия с представителями туристической отрасли Российской Федерации и целевых стран
581,Обеспечено развитие единой цифровой платформы в сфере туризма
582,Региональные команды успешно завершили обучение по программам формирования регионального продукта для внутреннего туризма
583,Региональные команды успешно завершили обучение по формированию и продвижению международного туристического продукта на зарубежные рынки
584,"Слушатели успешно завершили обучение по практико-ориентированным программам повышения квалификации, профессиональной переподготовки, профессионального обучения в федеральном ресурсном центре подготовки кадров для индустрии туризма и гостеприимства"
585,"Завершено строительство энергоблоков № 1, 2 Курской АЭС-2 с целью их ввода в эксплуатацию"
586,"Завершено строительство энергоблоков № 3, 4 Ленинградской АЭС-2 с целью их ввода в эксплуатацию"
587,Построены (реконструированы) комплексы объектов в рамках развития инфраструктуры для городских электричек в городских агломерациях
588,"Создан информационно-телекоммуникационный сервис (информационная система), составляющий цифровую основу для формирования экономики замкнутого цикла"
589,"Реализована отраслевая программа ""Применение вторичных ресурсов и вторичного сырья из отходов в сфере сельского хозяйства на 2022-2030 годы"""
590,"Реализована отраслевая программа ""Применение вторичных ресурсов и вторичного сырья из отходов в промышленном производстве"""
591,"Реализована отраслевая программа ""Применение вторичных ресурсов, вторичного сырья из отходов в сфере строительства и ЖКХ на 2022-2030 годы"""
592,В субъектах Российской Федерации утверждены документы по переходу к экономике замкнутого цикла
593,"Реализованы мероприятия, направленные на обучение детей и молодежи рациональному природопользованию и разумному потреблению"
594,"Ограничено или урегулировано использование отдельных видов продукции, не подлежащей утилизации, в целях минимизации образования отходов"
595,"Приемные отделения дооснащены (оснащены, дооснащены) медицинскими изделиями в соответствии с порядками оказания медицинской помощи"
596,Создана современная инфраструктура приемных отделений с использованием модульных конструкций для оказания экстренной медицинской помощи больным с жизнеугрожающими состояниями (новое строительство с использованием модульных конструкций).
597,Созданы и реконструированы объекты транспортной инфраструктуры и аварийно-спасательного флота в целях развития Северного морского пути
598,Обеспечено публичное размещение акций компаний с государственным участием на фондовом рынке
599,Расширена практика обращения на организованных торгах акций дочерних и зависимых обществ организаций с государственным участием
600,Проведена процедура приватизации компаний с государственным участием посредством публичного размещения акций на организованных торгах
601,Созданы условия для привлечения новых иностранных инвестиций
602,"В субъектах Российской Федерации проведено информирование граждан о возможностях медицинской реабилитации в личном кабинете в разделе ""Здоровье"" на Едином портале государственных и муниципальных услуг (функций)"
603,"Разработаны, утверждены и реализуются региональные программы ""Оптимальная для восстановления здоровья медицинская реабилитация""(Единица)"
604,"Оказана медицинская помощь по профилю ""Медицинская реабилитация"" за счет средств обязательного медицинского страхования (случаев)"
605,"Оснащены (дооснащены и (или) переоснащены) медицинскими изделиями федеральные центры, имеющие в своей структуре подразделения, оказывающие медицинскую помощь по медицинской реабилитации в соответствии с порядками организации медицинской реабилитации взрослых и детей"
606,"Оснащены (дооснащены и (или) переоснащены) медицинскими изделиями региональные медицинские организации, имеющие в своей структуре подразделения, оказывающие медицинскую помощь по медицинской реабилитации в соответствии с порядками организации медицинской реабилитации взрослых и детей."
607,"Усовершенствованы системы мотивации должностных лиц руководящего состава организаций с государственным участием, акции которых обращаются на организованных торгах"
608,Созданы/реконструированы объекты инфраструктуры внутренних водных путей
609,Созданы объекты инфраструктуры морских портов
610,Обеспечено трудоустройство ординаторов второго года врачами-стажерами
611,Разработаны образовательные программы по обращению с отходами в экономике замкнутого цикла
612,Проведена информационно-просветительская кампания в целях популяризации принципов экономики замкнутого  цикла
613,Осуществлены строительство и реконструкция аэропортовых комплексов в федеральной собственности
614,Осуществлены строительство и реконструкция аэропортовых комплексов в федеральной собственности в рамках концессионных соглашений
615,Осуществлено строительство (реконструкция) аэропортовых комплексов в собственности субъектов Российской Федерации
616,Завершено строительство исследовательской ядерной установки на базе универсального многоцелевого исследовательского реактора на быстрых нейтронах МБИР с самой высокой в мире плотностью потока нейтронов и уникальными характеристиками реактора для обоснования топлива и материалов
617,"Проектным офисом федерального проекта ""Жилье"" реализованы мероприятия по сопровождению федерального проекта ""Жилье"""
618,Осуществлено строительство / реконструкция железнодорожной инфраструктуры Центрального транспортного узла
619,Обеспечено формирование системы гарантирования прав по договорам страхования жизни
620,"Проведена информационная кампания, направленная на повышение осведомленности населения о возможностях инвестирования в долгосрочные инструменты"
621,Расселен непригодный для проживания жилищный фонд
622,Обеспечено подключение населения Российской Федерации к сетевому природному газу в рамках программы социальной газификации
623,"Выполнены мероприятия, источником финансового обеспечения расходов на реализацию которых являются инфраструктурные бюджетные кредиты, казначейские инфраструктурные кредиты и средства, высвобождающиеся в связи со списанием двух третей задолженности субъектов Российской Федерации по бюджетным кредитам."
624,"В отношении объектов инфраструктуры в субъектах Российской Федерации заемщиками приняты обязательства в рамках договоров займа со специализированным обществом проектного финансирования по строительству объектов инфраструктуры, финансируемых из внебюджетных источников в рамках механизма инфраструктурных облигаций, реализуемого с привлечением государственной поддержки."
625,Разработаны требования о подтверждении производства оборудования для туристической отрасли на территории Российской Федерации
626,Установлены критерии подтверждения производства оборудования для туристической отрасли на территории Российской Федерации
627,Обеспечена реализация проектов по развитию городского наземного электрического транспорта
628,"Разработаны и реализованы региональные программы ""Активное долголетие"""
629,Усовершенствована система защиты прав граждан при осуществлении долгосрочных инвестиций на фондовом рынке
630,Привлечены работодатели к участию в программе долгосрочных сбережений
631,"Установлены стационарные камеры фотовидеофиксации нарушений правил дорожного движения на автомобильных дорогах федерального, регионального или межмуниципального, местного значения."
632,"Зарегистрированы лекарственные препараты, производство которых обеспечено на территории Российской Федерации"
633,"Зарегистрированы новые радиофармацевтические лекарственные средства, производство которых организовано на территории Российской Федерации"
634,Обеспечено сырьем и комплектующими российское производство медицинских изделий и лекарственных препаратов
635,Организовано производство медицинских изделий на территории Российской Федерации
636,"Осуществлено сокращение количества уникальных документов, сведений, материалов, согласований в строительстве представляемых застройщиками в органы власти (""Реестр документов"") (убывающий итог)"
637,Проведен анализ лучших практик корпоративных и региональных программ по ведению здорового образа жизни и профилактики хронических неинфекционных заболеваний с внедрением в деятельность предприятий в регионах
638,В субъектах РФ в каждом муниципальном образовании (для городов федерального значения в каждом административном округе или районе) разработаны и реализованы программы по укреплению здоровья
639,"Организовано диспансерное наблюдение за гражданами с факторами риска развития хронических неинфекционных заболеваний с формированием индивидуальных программ по ведению здорового образа жизни, в том числе с использованием выездных методов работы"
640,Эвакуированы пациенты с использованием санитарной авиации для оказания медицинской помощи в экстренной и неотложной формах
641,"Обеспечен рост объема экспорта услуг категорий ""телекоммуникационные, компьютерные и информационные услуги"",  ""услуги частным лицам и услуги в сфере культуры и отдыха"" и ""плата за пользование интеллектуальной собственностью"" за счет  государственной поддержки компаний-экспортеров анимационной, кинематографической и ИТ-продукции, связанной с субсидированием затрат на продвижение, сертификацию и (или) адаптацию российской продукции к требованиям внешних рынков"
642,"Обеспечен объем финансовой поддержки, предоставленной факторинговой компанией в рамках реализации внешнеторговых проектов"
643,Осуществлено строительство и реконструкция федеральных автомобильных дорог  Федерального дорожного агентства
644,"Организовано обследование работающих граждан Центрами здоровья на рабочем месте, а также диспансерное наблюдение на рабочем месте лиц с выявленными рисками развития заболеваний"
645,Принят закон о повышении МРОТ
646,Предоставлены ипотечные жилищные кредиты физическим лицам - резидентам Российской Федерации на приобретение и создание объектов индивидуального жилищного строительства за год
647,Проведена модернизация учреждений культурно-досугового типа в населенных пунктах с численностью до 500 тыс. чел.
648,"Обеспечены условия для запуска специального биржевого индекса отечественных технологических компаний, в том числе малых технологических компаний"
649,"Проведен комплекс мероприятий, выявляющих уровень удовлетворенности граждан качеством и доступностью автомобильных дорог"
650,"Приведены в нормативное состояние автомобильные дороги регионального или межмуниципального, местного значения и искусственные дорожные сооружения на них, а также дорожная сеть городских агломераций"
651,"Осуществлен ремонт (капитальный ремонт) автомобильных дорог регионального или межмуниципального, местного значения опорных населенных пунктов с населением от 20 тысяч человек, расположенными в Дальневосточном федеральном округе"
652,"Обеспечен мониторинг ключевых показателей, характеризующих реализацию семейной политики в субъектах Российской Федерации, на базе информационно-аналитической платформы"
653,Осуществлен ремонт автомобильных дорог Минобороны России
654,"Проведена информационно-коммуникационная кампания, направленная на повышение приверженности граждан к ведению здорового образа жизни и коррекции факторов риска заболеваний"
655,"Субъектами малого и среднего предпринимательства обеспечено привлечение финансирования за счет поручительств (независимых гарантий) фондов содействия кредитованию (гарантийных фондов, фондов поручительств)"
656,Субъектам малого и среднего предпринимательства обеспечен льготный доступ к заемным средствам государственных микрофинансовых организаций
657,Завершено строительство ледоколов на органическом топливе
658,"Реализованы проекты по повышению производительности труда по направлению ""Бережливое производство"" с помощью созданной региональной инфраструктуры обеспечения повышения производительности труда на предприятиях-участниках федерального проекта"
659,"Созданы, модернизированы и (или) реконструированы объекты инфраструктуры ОЭЗ"
660,Реализован механизм специальных административных районов
661,Обеспечено финансирование проектов технологического суверенитета и структурной адаптации экономики Российской Федерации (общая стоимость проектов)
662,Обеспечена реализация проектов государственно-частного партнерства
663,Реализован механизм предоставления федерального инвестиционного налогового вычета
664,"Обеспечено дополнение планов мероприятий (""дорожных карт"") реализации механизма управления системными изменениями нормативно-правового регулирования предпринимательской деятельности ""Трансформация делового климата"" новыми инициативами в целях снижения административной нагрузки при ведении бизнеса"
665,"Обеспечено внесение изменений в регуляторную и нормативную базу, направленных на сокращение административных барьеров на всех стадиях строительства промышленного объекта, в соответствии с Планом мероприятий (""дорожной картой"") механизма ""Трансформация делового климата"" ""Реинжиниринг правил промышленного строительства"""
666,Проведена оценка результатов привлечения инвестиций через механизм защиты и поощрения капиталовложений
667,"Проведен мониторинг ""дорожных карт"" по улучшению ситуации на рынке труда в регионах с наибольшей безработицей"
668,Актуализированы региональные планы по противодействию нелегальной занятости
669,Стандарт по обеспечению благоприятных условий для развития экспортной деятельности (Региональный экспортный стандарт 2.0) внедрен в субъектах Российской Федерации
670,"Реализована совместная программа ВЭБ.РФ и АО ""Российский экспортный центр"" по поддержке внешнеэкономических проектов"
671,"Обеспечены условия создания национального механизма ""Единого окна"" в соответствии с законодательством Российской Федерации и актами ЕАЭС  на базе ИС ""Одно окно"""
672,"Проведены ежегодные информационно-популяризационные мероприятия по информированию о преимуществах использования механизма ""одного окна"" в сфере внешнеэкономической деятельности"
673,"Проведена общенациональная информационно-коммуникационной кампания, направленная на повышение мотивации семей к рождению детей, формирование положительных семейных установок у детей, подростков и молодежи, включая позитивный образ многодетной семьи, многодетной матери, а также формирование традиционных семейных ценностей"
674,"АНО ДПО ""Школа экспорта АО ""Российский экспортный центр"" реализованы образовательные программы, направленные на формирование компетенций в сфере внешнеэкономической деятельности, с участием молодежи и студентов"
675,Вовлечены предприятия базовых несырьевых отраслей экономики для реализации проектов по повышению производительности труда
676,"Разработаны методические рекомендации по организации системы профессиональной ориентации и маршрутизации обучающихся и выпускников организаций среднего профессионального и высшего образования, а также молодых специалистов на конкретные предприятия (организации региона)"
677,Проведены мероприятия по определению параметров и проектированию проекта межуниверситетского кампуса в г. Тюмени
678,Проведены мероприятия по определению параметров и проектированию проекта межуниверситетского кампуса в г. Хабаровске
679,Проведены мероприятия по определению параметров и проектированию проекта современного многофункционального студенческого кампуса в г. Перми
680,"Проведены мероприятия по определению параметров и проектированию проекта университетского кампуса особой экономической зоны ""Новгородская"""
681,"Проведены мероприятия по определению параметров и проектированию проекта научно-образовательного кампуса ""Большая Ивановская Мануфактура"""
682,"Проведены мероприятия по определению параметров и проектированию проекта Научно-технологического кампуса ""Сириус"""
683,Проведены мероприятия по определению параметров и проектированию проекта Международного межвузовского кампуса IT-направления в городском округе Самара
684,"Проведены мероприятия по определению параметров и проектированию проекта студенческого кампуса мирового уровня ""Арктическая звезда"""
685,Освоены интерактивные образовательные модули по вопросам оказания экстренной помощи пациентам с жизнеугрожающими состояниями медицинскими работниками приемных отделений медицинских организаций
686,Сформирована отдельная стоимостная группа специальностей подготовки медицинских работников
687,Обеспечено создание биржи для предварительного публичного размещения акций технологических компаний
688,"Обеспечено информационное сопровождение хода реализации национального проекта ""Эффективная транспортная система"""
689,"Проведены научно-исследовательские работы в целях получения данных по взаимодействию плазмы с обращенными к плазме элементами с использованием инструментальных диагностических средств, цифровых систем управления, сбора и обработки данных на учебно-демонстрационной установке типа ""токамак""."
690,Проведены научно-исследовательские работы по направлению разработки технологий управляемого термоядерного синтеза и инновационных плазменных технологий в зоне ответственности Минобрнауки России
691,"Проведены научно-исследовательские работы в обеспечение разработки нормативно-правовых актов в области термоядерных и гибридных систем, в том числе с целью обеспечения лицензионной деятельности в данной сфере."
692,"Увеличен объем поддержанного АО ""ЭКСАР"" экспорта за счет докапитализации АО ""ЭКСАР"""
693,"Субъектами МСП размещены облигации на фондовой бирже (объем размещенных субъектами малого и среднего предпринимательства выпусков облигаций на фондовой бирже, ежегодно)"
694,"Проведена оценка выполнения работ по улучшению экологического состояния гидрографической сети (водотоков, водоемов) и водохранилищ с использованием инструментального оборудования"
695,"Субъектам малого и среднего предпринимательства обеспечен льготный доступ к производственным площадям и помещениям индустриальных (промышленных) парков, агропромышленных парков, бизнес-парков, технопарков, промышленных технопарков в целях создания (развития) производственных и инновационных компаний"
696,"Обеспечен объем гарантий и поручительств, предоставленных АО ""Корпорация ""МСП"" российским кредитным организациям в целях обеспечения исполнения обязательств субъектов малого и среднего предпринимательства по кредитам"
697,"Субъектам малого и среднего предпринимательства и гражданам, желающим вести бизнес, обеспечено оказание услуг и мер поддержки организациями инфраструктуры поддержки малого и среднего предпринимательства"
698,Прoведена оценка действующего нормативного правового регулирования на предмет сдерживания роста производительности труда (выявление ограничений)
699,Определены параметры мероприятия по продвижению российского образования за рубежом
