event_id,raw_text
75,"Реализованы проекты по разработке и внедрению российских решений в сфере ИТ, поддержанные в рамках грантовых программ Российского фонда развития информационных технологий. Российскими организациями завершена реализация проектов по разработке и внедрению цифровых технологий в различных отраслях (в том числе в организациях оборонно-промышленного комплекса), в целях реализации которых Российским фондом развития информационных технологий предоставлены гранты, в том числе в рамках реализации мероприятий ""дорожных карт"" развития высокотехнологичной области ""Новое индустриальное программное обеспечение"" и ""Новое общесистемное программное обеспечение""."
76,"ППК ""Российский экологический оператор"" обеспечено выполнение мероприятий, направленных на формирование комплексной системы обращения с твердыми коммунальными отходами. В 2019-2026 гг. в целях обеспечения финансово-хозяйственной деятельности публично-правовой компании по формированию комплексной системы обращения с твердыми коммунальными отходами ""Российский экологический оператор"" (далее - Компания) и выполнения Компанией мероприятий, направленных на формирование комплексной системы обращения с твердыми коммунальными отходами, доведены субсидии из федерального бюджета в виде имущественного взноса Российской Федерации в Компанию в соответствии с соглашением о предоставлении субсидии, заключаемым Минприроды России с Компанией. Компанией в адрес Минприроды России предоставлены отчеты в соответствии с требованиями заключенных соглашений (отчеты о расходах компании, источником финансового обеспечения которых является субсидия; отчеты о достижении значений результата предоставления субсидии; отчеты о достижении значений показателей, необходимых для достижения результата предоставления субсидии). Предоставление субсидии осуществляется на выполнение вышеуказанных мероприятий по следующим направлениям расходования: а) оплата труда работников компании и начисления на выплаты по оплате труда работников компании; б) командировочные расходы работников компании; в) расходы на общехозяйственные нужды; г) затраты компании на закупку у третьих лиц работ (услуг), непосредственно связанных с реализацией мероприятий; д) затраты компании, связанные с образовательной, просветительской и информационно-разъяснительной деятельностью в области обращения с твердыми коммунальными отходами, а также с популяризацией современных технологий обращения с такими отходами; е) затраты компании, связанные с созданием ее дочерних обществ, создаваемых для обеспечения выполнения функций, возложенных на компанию, по обеспечению эксплуатации государственных информационных систем, оператором которых определена компания, включая затраты на осуществление взносов в уставные капиталы дочерних обществ и безвозмездных вкладов в денежной форме, которые не увеличивают уставные капиталы дочерних обществ; ж) затраты компании на организацию выпуска облигаций в целях строительства, реконструкции объектов капитального строительства, которые необходимы для осуществления деятельности в области обращения с твердыми коммунальными отходами, выплату процентного (купонного) дохода по выпущенным облигациям в размере 90 процентов ключевой ставки Центрального банка Российской Федерации при условии максимального срока обращения таких облигаций не более 12 лет."
77,Отобраны победители Всероссийского конкурса лучших проектов создания комфортной городской среды в малых городах и исторических поселениях. Федеральной конкурсной комиссией определеныпобедители Всероссийского конкурса лучших проектов создания комфортной городской среды в малых городах и исторических поселениях.
78,"Создана инфраструктура по утилизации твердых коммунальных отходов путем их использования для производства электрической и (или) тепловой энергии. Обеспечен ввод в эксплуатацию 4 объектов по утилизации твердых коммунальных отходов путем их использования для производства электрической и (или) тепловой энергии (энергетическая утилизация) в Московской области и 1 объекта в Республике Татарстан общей мощностью 3,35 млн. тонн"
79,"Осуществлено функциональное развитие и материально-техническое обеспечение единой информационно-аналитической системы безопасности дорожного движения МВД России. Осуществлено развитие единой информационно-аналитической системы безопасности дорожного движения МВД России, в том числе её подсистем."
80,"Создан проектный офис федерального проекта ""Сохранение озера Байкал"", обеспечено его функционирование.. Организована работа проектного офиса Минприроды России федерального проекта Сохранение озера Байкал"". В установленном порядке осуществляется методологическое, организационное и консультационное сопровождение деятельности участников федерального проекта."""
81,"Обеспечено разъяснение законодательства Российской Федерации о безопасности дорожного движения с использованием средств массовой информации и возможностей социальной рекламы. «С учетом целесообразности, на основании анализа складывающейся оперативной обстановки в субъектах Российской Федерации, а также при наличии возможностей на региональном уровне организовано размещение на радиостанциях и телеканалах, в маршрутных транспортных средствах, кинотеатрах, на уличных видеоэкранах, на видеоэкранах в помещениях: торгово-развлекательных центрах, аэропортах, вокзалах, МФЦ, почтовых отделениях и иных местах притяжения граждан тематических аудио-и видеороликов (социальная реклама); созданы и размещены тематические радиопрограммы; созданы и размещены тематические телепрограммы; создан и размещен аудиовизуальный контент по БДД в социальных сетях и интернет-изданиях. Расширен охват и повышен уровень информированности граждан о наиболее актуальных вопросах в области обеспечения безопасности дорожного движения»."
82,"Осуществлено строительство и модернизация гидрографических судов ледового класса (строительство гидрографического судна ледового класса Arc7, а также модернизация трех гидрографических судов ледового класса).. В 2022 году модернизировано исследовательское  судно ""Григорий Михеев"". В 2023 году модернизировано исследовательское судно ""Петр Котцов"". В 2024 году модернизировано исследовательское судно ""Алексей Марышев"". В 2026 году введено в эксплуатацию головное гидрографическое лоцмейстерское судно ледового класса Arc7."
83,Обеспечено оперативное информационно-аналитическое сопровождение и организационно-техническая поддержка деятельности Правительства Российской Федерации. На постоянной основе обеспечивается оперативное информационно-аналитическое сопровождение и организационно-техническая поддержка деятельности Правительства Российской Федерации
84,"Обеспечено создание, развитие и сопровождение государственной информационной системы ""Капиталовложения"", обеспечена ее эксплуатация. ГИС ""Капиталовложения"" создается в целях цифровизации и информационного обеспечения процессов в рамках защиты и поощрения капиталовложений. ГИС позволяет обеспечивать формирование, обработку и хранение информации, относящейся к соглашениям о защите и поощрении капиталовложений (СЗПК), обмен этой информацией между пользователями, мониторинг исполнения условий СЗПК, возможность получения государственными органами информации, необходимой для осуществления контрольных и надзорных функций. В первой очереди ГИС обеспечена возможность подачи в электронной форме заявок на заключение СЗПК, возможность заключать и расторгать СЗПК и дополнительные соглашения к ним. 2022 год. Выпущено Постановление Правительства РФ от 28.05.2022 №967 ""О первой очереди ГИС ""Капиталовложения"". С 1 июня 2022 года первая очередь ГИС запущена в опытную эксплуатацию. 2023 год. Первая очередь ГИС запущена в промышленную эксплуатацию. В ГИС зарегистрировано более 170 организаций, органы исполнительной власти 85 субъектов РФ, Минэкономразвития России, Федеральное казначейство, уполномоченная организация (ВЭБ.РФ). В ГИС содержится информация о 56 заключенных СЗПК. В системе заключено и включено в реестр соглашений около 1000 соглашений. 2024-2026 годы. Сопровождение первой очереди ГИС ""Капиталовложения"" (мероприятия по консультационной поддержке пользователей, модификации программного обеспечения). С 2025 года в рамках проекта с учетом критериев проектной деятельности обеспечение сопровождения первой очереди ГИС ""Капиталовложения"" не будет осуществляться в рамках национальной программы ""Цифровая экономика Российской Федерации""."
85,"Проведены научно-исследовательские и опытно-конструкторские работы по приоритетным направлениям исследований и разработок в области создания экспериментально-стендовой базы двухкомпонентной атомной энергетики. Ежегодно сформирован единый портфель результатов, направленных на создание нематериальных активов. Проведение научно-исследовательских и опытно-конструкторских работ, обеспечивающих эффективную и безопасную эксплуатацию и топливообеспечение создаваемой уникальной реакторной установки на быстрых нейтронах МБИР тепловой мощностью 150 МВт и комплекса развития технологий переработки отработавшего ядерного топлива, обращения с радиоактивными отходами и замкнутого ядерного топливного цикла. В период до 2024 года будет освоена штатная технология производства МОКС-топлива для РУ МБИР на основе низкофонового плутония, разработана технология изготовления элементов с виброуплотненным гранулятом, необходимых для технологий по приоритетным направлениям исследований и разработок в области создания экспериментально-стендовой базы двухкомпонентной атомной энергетики. В период до 2030 года будут проведены научно-исследовательские и опытно-конструкторские работы в обоснование проектных и технических решений в области создания экспериментально-стендовой базы двухкомпонентной атомной энергетики. Ежегодные значения результатов определяются числом аналитических отчетов, утвержденных научным руководителем."
86,"Проведены научно-исследовательские и опытно-конструкторские работы по разработке опытно-демонстрационных и промышленных ядерных энерготехнологий нового поколения на базе реакторов на быстрых нейтронах со свинцовым и натриевым теплоносителями для двухкомпонентной ядерной энергетической системы. Основные результаты: в 2021 году - 1 отчет в 2022 году – 10 отчетов в 2023 году – 10 отчетов в 2024 году – 10 отчетов Ежегодные значения результатов определяются числом аналитических отчетов, утвержденных научным руководителем. Ежегодно сформирован единый портфель результатов, направленных на создание нематериальных активов.Основным результатом будет являться утвержденная в установленном порядке техническая документация на реакторные установки со свинцовым и натриевым теплоносителями, удовлетворяющая требованиям ЕСКД."
87,"Завершены мероприятия по сооружению инфраструктуры проектного направления ""Прорыв"". Работы по завершению сооружения инфраструктуры пристанционного ядерного топливного цикла (этап до 2030 года), в том числе: разработка задания на проектирование (ЗНП) схемы выдачи мощности (СВМ), разработка и экспертиза проектной документации (ПД) СВМ, разработка рабочей документации (РД) СВМ, поставка и монтаж основного оборудования СВМ, поставка основного оборудования стенда ГЦНА, разработка ЗНП на внеплощадочный газопровод (ГП), разработка и экспертиза ПД ГП, создание высококвалифицированных рабочих мест для сотрудников опытно-демонстрационного энергокомплекса. Ежегодные значения результатов определяются числом ежеквартальных актов по объемам выполненных и принятых строительно-монтажных и прочих работ, утвержденным заказчиком - застройщиком объекта капитального строительства"
88,"Проведены научно-исследовательские работы в обеспечение разработки нормативно правовых актов в области термоядерных и гибридных систем, в том числе с целью обеспечения лицензионной деятельности в данной сфере. Ежегодные значения результата определяются числом аналитических отчетов о ходе выполнения НИР, утвержденных научным руководителем. Основные результаты 2024 г: Выполнены научно-исследовательские работы, в обеспечение разработки нормативно правовых актов в области термоядерных и гибридных систем. 2030 г: Нормативно-правовая база в области УТС создана в полном объёме (федеральные нормы и правила, руководства по безопасности, стандарты). Разработаны новые программно-технические комплексы анализа и обоснования безопасности установок УТС. Выполнены основные расчетно-экспериментальные исследования в целях обеспечения и обоснования безопасности объектов УТС. Разработаны 3 методологии обоснования безопасности для базовых технологий УТС. Обеспечено лицензирование установок федерального проекта."
89,"Проведены научно-исследовательские работы в целях получения данных по взаимодействию плазмы с обращенными к плазме элементами с использованием инструментальных диагностических средств, цифровых систем управления, сбора и обработки данных на учебно-демонстрационной установке типа ""токамак"". Результатом предусматривается проведение научно-исследовательских работ по направлению разработки технологий управляемого термоядерного синтеза и инновационных плазменных технологий автономными учреждениями, подведомственными Минобрнауки России. Ежегодные значения результата определяются числом аналитических отчетов о ходе выполнения НИР, утвержденных научным  руководителем. Основные результаты: выполнены научно-исследовательские работы на учебно-демонстрационной установке типа ""токамак"" в НИЯУ МИФИ в целях получения данных по взаимодействию плазмы с обращёнными к плазме элементами и научно-исследовательские работы в обеспечение разработки технологии создания систем струйной и пеллет инжекции вещества в плазму с повышенными производительностью и ресурсом. К 2030 году полностью завершена автоматизация системы управления и сбора данных на учебно-демонстрационном токамаке ""МИФИСТ"" в НИЯУ МИФИ"
90,"Проведены научно-исследовательские и опытно-конструкторские работы по разработке и обоснованию технологических и конструктивных решений реакторной установки с исследовательским жидкосолевым реактором и модуля переработки отработавшего ядерного топлива. Ежегодные значения результатов определяются числом аналитических отчетов, утвержденных научным руководителем. Ежегодно сформирован единый портфель результатов, направленный на создание нематериальных активов. По результатам научно-исследовательских и опытно-конструкторских работ по разработке и демонстрации ключевых технологических решений по реактору с циркулирующим топливом на основе расплавов солей фторидов металлов для трансмутации долгоживущих актинидов, в том числе: в 2021 году будут разработаны: концепция топливного цикла исследовательского жидкосолевого реактора на основе расплава LiF-BeF2 с детализацией технологической схемы переработки топливной соли; технологическая цепочка последовательных операций синтеза фторидов трансурановых элементов для модуля подготовки топливной соли; технический проект петлевой реакторной установки с топливной солью на основе расплавов LiF-BeF2 и LiF-NaF-KF, включая обеспечивающие системы, на высокопоточном исследовательском реакторе СМ-3; технология получения фторидов актинидов для приготовления топлива, совместимая с гидрометаллургической схемой ФГУП ГХК""; технология контроля окислительно-восстановительного потенциала топливной соли; в 2022 году будут выполнены ключевые исследования на экспериментальной установке с циркуляцией теплоносителя промежуточного контура для материаловедческих испытаний, разработана технология производства оптимального состава плавок высоконикелевого сплава для топливного и промежуточного контуров жидкосолевого реактора; в 2023 году будут выполнены реакторные испытания образцов основного металл ИЖСР кандидатных марок; разработаны методы контроля состава топливной соли и промежуточного теплоносителя исследовательской жидкосолевой установки спектральными и физико-механическими методами; разработана мультифизиечская расчётная модель реакторной установки; проведены разработка и расчётное обоснование алгоритмов ведения основных эксплуатационных режимов с учетом предложенных конструктивных решений в рамках технологической схемы РУ с ИЖСР с использованием динамического кода; проверена работоспособность методов контроля состава топливной соли и промежуточного теплоносителя; проверена реализуемость технологии восстановительной экстракции в лабораторном масштабе; в 2024 году будет разработана технологическая операция выведения редкоземельных элементов для технологии переработки топливной соли ЖСР, разработана технологическая цепочка последовательных операций переработки топливной соли ЖСР, разработана технология изготовления коррозионно-устойчивых материалов модуля переработки топливной соли с использованием тугоплавких металлов. По итогам федерального проекта к концу 2024 года будут разработаны и продемонстрированы ключевые технологические решения по реактору с циркулирующим топливом на основе расплавов солей фторидов металлов для трансмутации долгоживущих актинидов. в 2025 году будет обосновано применение конструкционного материала для 1 этапа ИЖСР, будут разработаны технические условия на соль топливного контура стартового состава, будет разработан технический проект участка по получению топливных добавок ИЖСР, будет выпущен технический проект системы контроля и управления РУ ИЖСР в объеме 1 этапа, будет разработан комплект документации согласно ведомости ТП. в 2026 году будут определены физико-химические свойства топливной соли; будет разработана промышленная технология производства солей флайб; будет разработан эскизный проект МП ОЯТ, обоснованы конструктивные решения РО СУЗ; будет разработан технический проект РТК, изготовлена петлевая РУ; будет разработан и верифицирован нейтронно-физический код, будет разработана и обоснована методика учета массопереноса радионуклидов в солевых и газовых контурах ИЖСР; будут разработаны ИТТ на оборудование для обращения с РАО."
91,"Проведены научно-исследовательские и опытно-конструкторские работы по разработке  технологии экстремального  состояния  вещества и синтеза сверхтяжелых элементов. Ежегодные значения результатов определяются числом аналитических отчетов, утвержденных научным руководителем. Ежегодно сформирован единый портфель результатов, направленный на создание нематериальных активов. Проведены научно-исследовательские и опытно-конструкторские работы по завершению комплекса исследований теплофизических свойств веществ при сжатии до рекордно высоких давлений и магнитных полей. Установки атомной и термоядерной энергетики будущего, которые могут в перспективе быть созданы с использованием результатов данных НИОКР, являются продуктом с высокой добавленной стоимостью, обеспечивающим вклад в темпы экономического роста выше среднемирового. В 2021 году будут разработаны расчётный код уравнения состояния для описания кинетических особенностей химических и ядерных реакций в сверхплотной плазме, технология ускорения излучающих плазменных образований с энергией до 1 МДж, будетпроведено расчетно-теоретическое исследование возможности детонации при V-T-релаксации. В 2022 году будет построено многофазное полуэмпирическое уравнение состояния для гафния с учетом данных первопринципных расчетов в жидкой фазе, разработана технология преобразования энергии сгустков в энергию высокотемпературной плазмы, экспериментально подтверждена возможность получения импульсного линейчатого рентгеновского излучения до мощности 10 в тринадцатой степени ватт на базе импульсных ускорителей плазмы, разработаны методы ядерной диагностики гамма-излучения с энергиямиквантов от 1 до 30 МэВ. В 2023 году будет принято решение о проведении исследований взаимодействия линейчатого рентгеновского излучения до мощности 10 в тринадцатой степени ватт с веществами в экстремальных условиях, разработаны и изготовлены устройства газодинамического сжатия материалов и веществ до давления 100 Мбар и магнитных полей до 100 МГс, разработана методика расчета электропроводности неидеальной плазмы на основе кинетического уравнения Лоренца-Блоха и на основе формулы Гринвуда в области малых значений кулоновского логарифма. Будут созданы новые молекулярно- динамическиепотенциалы межатомного взаимодействия для пяти продуктов деления для моделирования диффузии продуктов деления в металлических топливах, получены экспериментальные данные по температурным и скоростным зависимостям сопротивления деформированию и разрушению для двух реакторных графитов, созданы высокоточные модели межатомного взаимодействия длямолекулярно-динамического моделирования диффузии продуктов деления в металлических топливах, проведено моделирование взаимодействия получаемой сильно-коррелированной плазмы жидких ксенона и криптона с лазерным излучением умеренной интенсивности. Будут проведены испытания составных частей экспериментального образца масс-сепаратора, разработана Программа по получению новых сверхтяжелых элементов, получены не менее 5 г смеси изотопов кюрия, проведены исследования в обоснование методов радиохимического выделения и очистки берклия из облученных опытных мишеней с кадмиевым экраном с граммовыми количествами тяжелых изотопов кюрия.В 2024 году будут получены данные по высокотемпературным термодинамическим и переносным свойствам материалов атомной энергетики, а также кинетическим константам скоростей химических реакций и реакций синтеза плотной плазмы в экстремальных условиях при давлении до 100 Мбар и магнитного поля до 100 МГс, изготовлен импульсный источник линейчатого рентгеновского излучения мощностью 10 в тринадцатой степени ватт на базе плазменных технологий. Будет создана база данных по скоростным и температурным зависимостям сопротивления деформирования и разрушения материалов атомной энергетики при скоростях деформирования до 10 в седьмой степени секунд в минус первой степени, определена конструкция лайнера и расположение мишени для м ультимегаамперных термоядерных установок, создана технология комплексного воздействия на турбулентный предел распространения пламени для ослабления действия взрыва при аварийных выбросах водорода, разработан комплекс рекомендаций по повышению радиационной стойкости конструкционных и энергетических материалов. Будет создан сильноточный инжектор многозарядных ионов на базе сверхпроводящего ионного источника ЭЦР-типа и экспериментального образца масс-сепаратора, получены смеси изотопов кюрия с содержанием Cm-248, изготовлены две мишени с изотопами кюрия в кадмиевом экране. В 2025 году будет введен в эксплуатацию ускорительный комплекс на базе сильноточного инжектора многозарядных ионов, будут проведены реакторные испытания и наработка первой партии Bk-249. В 2026 году будут изготовлены сегменты ускорительной мишени на основе Bk-249, на ускорительном комплексе на базе сильноточного инжектора многозарядных ионов будут получены высокоинтенсивные пучки Ti-50, будет отработана технология разделения изотопов кюрия, Будет получено модифицированное уравнение состояния дейтерия на основе экспериментальных данных по их квазиизэн-тропической сжимаемости.  Получено  в мишенном узле излучение с  потоком мощности  1-2 ТВт/см2 при столкновении оболочек, ускоренных мегаамперным электрофизическим драйвером. Разработан метод оценки массы микрочастиц по измерениям профиля поверхности и соотношения яркостной и цветовой температуры. В период до 2030 года будет проведен НИОКР в целях обоснования результата ""Проведены научно-исследовательские и опытно-конструкторские работы по разработке технологии экстремального состояния вещества и синтеза сверхтяжелых элементов""."
